Function Name,Metric Name,Device,Suspicion Score,β_normal_pid_2300005(%),β_abnormal_pid_2329762(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal_pid_2300005,μ_abnormal_pid_2329762,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,0.319433,0.158175,0.084350,-0.073825,-4.151747,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_receive,GPU 7,0.306503,0.158175,0.084350,-0.073825,-4.151747,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,0.306503,0.158175,0.084350,-0.073825,-4.151747,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_frequency,GPU 7,0.305791,0.139925,0.073267,-0.066658,-4.233888,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_frequency,GPU 7,0.305791,0.139925,0.073267,-0.066658,-4.233888,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_mem_frequency,GPU 7,0.282224,0.139925,0.073267,-0.066658,-4.233888,0.000001,0.000666,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_mem_used,GPU 7,0.282224,0.139925,0.073267,-0.066658,-4.233888,0.000001,0.000666,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_util,GPU 7,0.278631,0.139825,0.075083,-0.064742,-4.126873,0.000001,0.000666,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,0.278520,0.139825,0.075083,-0.064742,-4.126873,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_receive,GPU 7,0.267181,0.139825,0.075083,-0.064742,-4.126873,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,0.267181,0.139825,0.075083,-0.064742,-4.126873,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_sm_frequency,GPU 7,0.265089,0.113075,0.057683,-0.055392,-4.432174,0.000000,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_frequency,GPU 7,0.265089,0.113075,0.057683,-0.055392,-4.432174,0.000000,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.256648,0.111812,0.057600,-0.054212,-4.380554,0.000000,0.002388,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.256648,0.111812,0.057600,-0.054212,-4.380554,0.000000,0.002388,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.250882,0.109162,0.056183,-0.052979,-4.381932,0.000000,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.250882,0.109162,0.056183,-0.052979,-4.381932,0.000000,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.246888,0.110887,0.058017,-0.052871,-4.316087,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.246888,0.110887,0.058017,-0.052871,-4.316087,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_mem_frequency,GPU 7,0.245506,0.113075,0.057683,-0.055392,-4.432174,0.000000,0.000666,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_mem_used,GPU 7,0.245506,0.113075,0.057683,-0.055392,-4.432174,0.000000,0.000666,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_sm_util,GPU 7,0.241888,0.113000,0.059200,-0.053800,-4.319211,0.000001,0.000666,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_sm_occupancy,GPU 7,0.241796,0.113000,0.059200,-0.053800,-4.319211,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",gpu_usage,GPU 7,0.239277,0.022988,0.011350,-0.011638,-13.543033,0.000000,0.002388,10.500000,6.166667,-4.333333,-5.732461,-7.017802,0.000008,0.001673
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.237481,0.111812,0.057600,-0.054212,-4.380554,0.000000,0.002388,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.237481,0.111812,0.057600,-0.054212,-4.380554,0.000000,0.002388,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.234038,0.107863,0.056967,-0.050896,-4.244819,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.234038,0.107863,0.056967,-0.050896,-4.244819,0.000001,0.000666,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.233844,0.111713,0.059117,-0.052596,-4.269199,0.000001,0.002388,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.233754,0.111713,0.059117,-0.052596,-4.269199,0.000001,0.002388,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_link_receive,GPU 7,0.232374,0.113000,0.059200,-0.053800,-4.319211,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void vllm::rotary_embedding_kernel<c10::Half, true>(long const*, c10::Half*, c10::Half*, c10::Half const*, int, long, long, int, int, int)",gpu_link_transmit,GPU 7,0.232374,0.113000,0.059200,-0.053800,-4.319211,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.232151,0.109162,0.056183,-0.052979,-4.381932,0.000000,0.000666,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.232151,0.109162,0.056183,-0.052979,-4.381932,0.000000,0.000666,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.228824,0.109100,0.057633,-0.051467,-4.269198,0.000001,0.000666,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.228735,0.109100,0.057633,-0.051467,-4.269198,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.228195,0.110887,0.058017,-0.052871,-4.316087,0.000001,0.000666,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.228195,0.110887,0.058017,-0.052871,-4.316087,0.000001,0.000666,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.224542,0.111713,0.059117,-0.052596,-4.269199,0.000001,0.002388,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.224542,0.111713,0.059117,-0.052596,-4.269199,0.000001,0.002388,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.224490,0.110813,0.059533,-0.051279,-4.200935,0.000001,0.000666,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.224402,0.110813,0.059533,-0.051279,-4.200935,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.219721,0.109100,0.057633,-0.051467,-4.269198,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.219721,0.109100,0.057633,-0.051467,-4.269198,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.216044,0.107863,0.056967,-0.050896,-4.244819,0.000001,0.000666,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.216044,0.107863,0.056967,-0.050896,-4.244819,0.000001,0.000666,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.215420,0.110813,0.059533,-0.051279,-4.200935,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.215420,0.110813,0.059533,-0.051279,-4.200935,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.212389,0.107713,0.058467,-0.049246,-4.135972,0.000001,0.000666,0.391500,0.326333,-0.065167,-0.189603,-0.176857,0.719066,0.131548
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.212304,0.107713,0.058467,-0.049246,-4.135972,0.000001,0.000666,0.039500,0.033333,-0.006167,-0.177489,-0.175142,0.736355,0.128036
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.203679,0.107713,0.058467,-0.049246,-4.135972,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.203679,0.107713,0.058467,-0.049246,-4.135972,0.000001,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",gpu_frequency,GPU 7,0.161722,0.022988,0.011350,-0.011638,-13.543033,0.000000,0.002388,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",gpu_sm_frequency,GPU 7,0.161722,0.022988,0.011350,-0.011638,-13.543033,0.000000,0.002388,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,0.350617,0.470486
"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",gpu_mem_used,GPU 7,0.157607,0.022988,0.011350,-0.011638,-13.543033,0.000000,0.002388,90.518500,90.518500,0.000000,0.000000,0.000000,,1.000000
