Function Name,Metric Name,Device,Suspicion Score,β_normal(%),β_abnormal(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal,μ_abnormal,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_frequency,GPU 7,0.708374,0.063860,0.103086,0.039226,18.058925,0.042922,0.047980,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_sm_frequency,GPU 7,0.708374,0.063860,0.103086,0.039226,18.058925,0.042922,0.047980,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<2> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",gpu_mem_used,GPU 7,0.708374,0.063860,0.103086,0.039226,18.058925,0.042922,0.047980,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_link_receive,GPU 7,0.697450,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,1336418860.000000,24867200677217.222656,24865864258357.222656,13941.970411,7.226991,0.000000,0.005597
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_link_transmit,GPU 7,0.697450,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,1336419760.000000,24866766672802.992188,24865430253042.992188,13941.725420,7.226975,0.000000,0.005597
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_util,GPU 7,0.693395,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,0.116600,0.284286,0.167686,0.858457,0.776782,0.296783,0.740014
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_occupancy,GPU 7,0.692530,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,0.013400,0.026857,0.013457,0.761495,0.749620,0.364176,0.738165
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",process_gpu_usage,GPU 7,0.682903,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,97.859460,100.000000,2.140540,0.447214,0.447214,0.373901,0.310494
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_usage,GPU 7,0.682903,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,97.933520,100.000000,2.066480,0.447214,0.447214,0.373901,0.310494
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_used,GPU 7,0.668667,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_frequency,GPU 7,0.668667,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_frequency,GPU 7,0.668667,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_frequency,GPU 7,0.668667,0.050880,0.082714,0.031834,21.004610,0.040980,0.047980,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_util,GPU 7,0.579872,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,0.116600,0.284286,0.167686,0.858457,0.776782,0.296783,0.740014
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_occupancy,GPU 7,0.579377,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,0.013400,0.026857,0.013457,0.761495,0.749620,0.364176,0.738165
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",process_gpu_usage,GPU 7,0.573864,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,97.878540,100.000000,2.121460,0.447214,0.447214,0.373901,0.310494
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_usage,GPU 7,0.573864,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,97.956420,100.000000,2.043580,0.447214,0.447214,0.373901,0.310494
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_mem_used,GPU 7,0.565712,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_frequency,GPU 7,0.565712,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_mem_frequency,GPU 7,0.565712,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_frequency,GPU 7,0.565712,0.021600,0.039829,0.018229,31.034381,0.019907,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_link_receive,GPU 7,0.363036,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,1336418860.000000,24867200709864.589844,24865864291004.589844,13941.970429,7.226991,0.000000,0.005597
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_link_transmit,GPU 7,0.363036,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,1336419760.000000,24866766721608.707031,24865430301848.707031,13941.725447,7.226975,0.000000,0.005681
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_receive,GPU 7,0.302832,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,1336418860.000000,24867205598728.597656,24865869179868.597656,13941.973170,7.226991,0.000000,0.005681
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_transmit,GPU 7,0.302832,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,1336419760.000000,24866774030146.156250,24865437610386.156250,13941.729545,7.226975,0.000000,0.005681
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_util,GPU 7,0.271977,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,0.116600,0.284286,0.167686,0.858457,0.776782,0.296783,0.740014
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_occupancy,GPU 7,0.271594,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,0.013400,0.026857,0.013457,0.761495,0.749620,0.364176,0.738165
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_usage,GPU 7,0.267325,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,97.952120,100.000000,2.047880,0.447214,0.447214,0.373901,0.310494
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",process_gpu_usage,GPU 7,0.267325,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,97.874820,100.000000,2.125180,0.447214,0.447214,0.373901,0.310494
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_frequency,GPU 7,0.261011,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_mem_used,GPU 7,0.261011,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_mem_frequency,GPU 7,0.261011,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_frequency,GPU 7,0.261011,0.028340,0.042457,0.014117,18.488962,0.065610,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_util,GPU 7,0.211645,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,0.116600,0.284286,0.167686,0.858457,0.776782,0.296783,0.740014
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_occupancy,GPU 7,0.211261,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,0.013400,0.026857,0.013457,0.761495,0.749620,0.364176,0.738165
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",process_gpu_usage,GPU 7,0.206985,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,97.923140,100.000000,2.076860,0.447214,0.447214,0.373901,0.310494
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_usage,GPU 7,0.206985,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,97.993560,100.000000,2.006440,0.447214,0.447214,0.373901,0.310494
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_mem_used,GPU 7,0.200663,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_frequency,GPU 7,0.200663,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_frequency,GPU 7,0.200663,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_mem_frequency,GPU 7,0.200663,0.045420,0.059557,0.014137,14.194033,0.163347,0.050507,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_link_receive,GPU 7,0.130741,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,1336418860.000000,24867202721535.316406,24865866302675.316406,13941.971557,7.226991,0.000000,0.005681
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_link_transmit,GPU 7,0.130741,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,1336419760.000000,24866769728927.148438,24865433309167.148438,13941.727133,7.226975,0.000000,0.005681
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_util,GPU 7,0.064894,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,0.116600,0.284286,0.167686,0.858457,0.776782,0.296783,0.740014
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_occupancy,GPU 7,0.064617,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,0.013400,0.026857,0.013457,0.761495,0.749620,0.364176,0.738165
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_usage,GPU 7,0.061530,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,97.952320,100.000000,2.047680,0.447214,0.447214,0.373901,0.310494
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",process_gpu_usage,GPU 7,0.061530,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,97.875740,100.000000,2.124260,0.447214,0.447214,0.373901,0.310494
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_frequency,GPU 7,0.056964,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_sm_frequency,GPU 7,0.056964,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,141000.000000,141000.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_mem_frequency,GPU 7,0.056964,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchPrefillWithPagedKVCacheKernel<flashinfer::KernelTraits<(flashinfer::MaskMode)0, 16u, 1u, 2u, 8u, 8u, 1u, 4u, (flashinfer::PosEncodingMode)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, int, flashinfer::DefaultAttention<false, false, false, false> >, PagedParams>(PagedParams)",gpu_mem_used,GPU 7,0.056964,0.065220,0.075429,0.010209,5.580037,0.397039,0.050913,86.351900,96.866500,10.514600,0.000000,0.000000,0.000000,0.001274
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_sm_util,GPU 7,0.040785,0.000600,0.001300,0.000700,0.000000,0.000209,0.011153,0.029250,0.226000,0.196750,74.811148,58.264087,0.191401,0.438391
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_sm_util,GPU 7,0.026219,0.000300,0.000750,0.000450,0.000000,0.000045,0.008911,0.029250,0.226000,0.196750,74.811148,58.264087,0.191401,0.438391
"void flashinfer::sampling::TopKTopPSamplingFromProbKernel<1024u, (cub::CUB_200802_SM_800_890_900_1000_1200::BlockScanAlgorithm)2, (cub::CUB_200802_SM_800_890_900_1000_1200::BlockReduceAlgorithm)2, 4u, true, float, int>(float*, int*, float*, int*, int*, int, float, unsigned int, unsigned long, unsigned long)",gpu_link_receive,GPU 7,0.023094,0.006880,0.009267,0.002387,2.427049,0.005811,0.017316,1336418860.000000,25622281715082.714844,25620945296222.714844,14365.334642,7.249374,0.000000,0.007827
"void flashinfer::sampling::TopKTopPSamplingFromProbKernel<1024u, (cub::CUB_200802_SM_800_890_900_1000_1200::BlockScanAlgorithm)2, (cub::CUB_200802_SM_800_890_900_1000_1200::BlockReduceAlgorithm)2, 4u, true, float, int>(float*, int*, float*, int*, int*, int, float, unsigned int, unsigned long, unsigned long)",gpu_link_transmit,GPU 7,0.023094,0.006880,0.009267,0.002387,2.427049,0.005811,0.017316,1336419760.000000,25621654394159.644531,25620317974399.644531,14364.981210,7.249353,0.000000,0.007827
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_sm_util,GPU 7,0.022242,0.000275,0.000617,0.000342,6.833333,0.000044,0.007995,0.029250,0.226000,0.196750,74.811148,58.264087,0.191401,0.438391
